review_description,rating
جيد وفكره جيده,1
بس مشكلته هالبرنامج انه مايقبل أقل من 10ريال طلبات يعني اذا الواحد بده وجبة لوحده مافيه يجيب 😬😠,1
جميل ومبدع ابغی يكثرون من هذا التطبيق جميل  بمعنى الجمال,1
رررررروعه شكرا,1
التطبيق يشتغل وجيد بس المشكله مع المطاعم اكثر الوقت معزلين,1
ممكن تسوي لنا استكر لما نطلب من منزل,1
التطبيغ داي حلو طوول الزمن اييي,1
تطبيق رائع جدآ,1
جيد بس التطبيق لا يشمل كل انواع المأكولات والمشروبات مثلا حلاوه المولد النبوي,0
تطوير,1
السبب لايوجد احياء منطقة جنوب الرياض,-1
بتوفيق لكم,1
تقدمون خدمه متميزه وشكرا لجهودكم,1
حلووووو وايد وايد,1
جمل,1
قدمت اوراقى وفى اقل من عشره ايام تم الاتصال بى واخبرونى بميعاد استلام الكارنيه,1
ياريت يتم توصيل المكملات الغذائية...,1
لماذا انا كلما أروح إلى جوجل يقولو لي تثبيت سويفل وانا أريد انا اجيب شهاده ثالثه اعدادي ولم أعرف لأن انا كلما أروح يقولو لي تثبيت سويفل,1
عجبني وايد,1
التطبيق رائع جدا يوفر لك مطاعم عديدة لتناول وجبة لذيذة,1
للاسف اول واخر مرة هتعامل معاكم لان مفيش مصداقية ..لما اشتري عرض من بازوكا من علي ابليكيشن طلبات ب ١٣٩ جنيه والمفروض انه بخصم ٥٠% وبعدها بساعات قليلة اعرف ان نفس العرض علي صفحة بازوكا نفسهم ب ١١٩ جنيه ده بقي تسميه ايه ؟,-1
انا عملت دخول قبل كده وبعتولي رساله على الموبايل اني أستخدم سويفل اسبوع مجانا والبرنامج اتمسح من عندي وحملته تاني مش عارف ادخل على الحساب عشان رقم الموبايل والايميل موجودين وهو عايز حساب جديد,-1
مش عارف عندي انا بس ولا عند الكل في مشكله في تسجيل الدخول مش قابل الفيس ولا جيميل ولا رقم التليفون,-1
منيح بس ياتئخر كثيييييى,1
مطعم,1
سيء جدا. قامو بخصم قيمة الطلب ثم الغاؤه ولم استرد المبلغ المدفوع,-1
اختلالات اكل توني اكلت منه,1
احب ان اطلب دائم عل طلابات ل انه اكثر توفير شكر طلبات,1
عمل ممتاز,1
ممتاز و مفيد,1
خدمة العملاء فاشلة .. لا يوجد أي حماية للعميل .,-1
عمل غير احترافي وفاشل بكل المقاييس,-1
سهل و روعه,-1
ممتاز ومعتمد,1
مطعم ماشاءالله كل شغلهم رووووعه 👍,1
ياريت لو تقللون من قيمه شدعوا تاخذون دينار ونص دينار توصيل نتفتو امنا,1
نصابين ومعاملة سيئه جدا طلبت اوردر وجى عكس ماكنت طلبه ورفضت الاستلام وكنت دفعه عن طريق كارت الائتمان من يوم 4/10/2020 واتصالت بيهم علشان استرد 235ح تانى معاملة زفت واتفجاة في الاخر ان ع ااابلكيشن بيقولى أن استلامة الاوردر وانا رفضه لما كلمة الشاب الاجاب الاوردر قالى والله رجعته ليهم وحتى اليوم لما يتم استرداد المبلغ نصيحه بلاش حد يتعامل معاهم دوال نصبين,-1
بعد انتظار الطلب اتصل السائق قائلا لا يعرف الموقع وان مكان التوصيل بعيد ايه دا تطبيق توصيل ولا تطبيق استهبال,-1
تطبيق ممتاز جداً سريع وفيه خصومات شكرا جدا طلبات💐💐💐💐,1
جيدا جدا بس ياريت اظيفون طلبات للمواد الغذائيه ارجو لكم التوفيق والنجاح الدائم,1
جميييل جداً 👌,1
برنامج خراااا هلكنا نبأ نلعب😤😤,-1
لا للاستسلام,1
تطببق حلو,1
👍👍👍👍👍💞,1
التطبيق به مشكلة لا يعمل بصورة صحيحة أول تقل التليفون ثانيا أجي احجز من عليه يتوقف ولايعمل معه ايقونات الجهاز مع ان الجهاز راماته 3جيجا نسخة نوجا,-1
خدمة سيئة جدا .. كل شوية توقف ارسال رمز التحقق للارقام الدولية,-1
لو سمحت انا عميل جديد المفروض ليا خصم جالي الكود وكل ما احطه ميتقبلش,-1
ابدااااع,1
مميزه,1
في الفتره الاخير صار اطلب غير مطابق لى وقت التوصيل والخدمة ال كي نت غير شغاله في بعض المطاعم يخصم ولا يتم اكمال اطلب,-1
تطبيق غبي وتافه,-1
في توصيل ل طرطوس ب سوريا,1
والله البرنامج  ححلوو ورعههه انا إنسان م اعرف اقول لا “̯  ‏​‏​‏​‏​                                                                                                        ‏اقولك آبشر و,1
التطبيق لا يعمل بعد التحديث لأندرويد ١١ الأخير,-1
كَمَا مثل ف فظ٣ثش,-1
شششكككرررااا لكم تطبيق جميل وفي خدمة المجتمع,1
"تطبيق رائع، انصح به",1
في.,1
المهبوله,1
المملكه العربيه السعوديه,1
نجمه بس,-1
تطبيق جميل ويغنيك عن الاتصال,1
انه ممتع,1
جدا جدا انصح بي تحميله,-1
فعلا تطبيق ناجح بكل المقايس وفعلا سفاح ادمان طلبات وربي❤❤❤❤❤✊🤚,1
ماعرف,-1
روعه خيال,1
انخوو جمييل لاكن عيبه التاخير😐,1
احسن تطبيق طلبات عندي حتى الآن سريع ومضمون,1
عجيب...ارتحنا من الاتصال عالمطاعم ونطرة انتهاء الموسيقى أو  (مش عايز تجرب حضرتك ....الخ الخ ) 😂 👏👍,1
رساله التأكيد بتوصل متأخر اوي,-1
هل التوصيل مجاني استفسار قبل ما اطلب اتمنى الرد بسرعة,0
ياعمي مابدي اشترك ولا بدي ينزل اعلانات عندي حلو عنا اف,1
رسالة الى ادارة طلبات ..المشكلة مافي البرنامج المشكلة في المطعم ..اذا تطلب عن طريق البرنامج المطعم يرفع السعر ..واذا اروح بنفسي السعر مختلف ..يعني الحين شركة طلبات تاخذ رسوم والمطعم ياخذ رسوم اخرى عن الزبون,-1
Good idea and I like it it's easy to use,1
لون سكاكا,1
البرنامج رائع لكن رخصو السعر,1
أروع تطبيق عنجد رائع,1
تطبيق جدا ممتاز والله انا استعملته وجاني الطلب شكرا لكم,1
تطبيق جيد جدا,1
جيدة  الخدمه,0
افضل تطبيق طلب وجبات,1
احسن تطبيق اذا بغيت اطلب منه,1
تطبيق رائع و خدمة سريعة,1
تطبيق طلبات جيد بس فية مشكله انآ طلبت صحن و سستم ضاف صحنين زيادة,0
"مدام اناس تقول حلو فهو حلو بس غيرت حسابي ومعاد راضي يشتغل؟🤔لو سمحتو فولو 
لي كيف اشغله",1
كل ثانيتين علان,-1
البرنأآأمج نايس,1
العروض وهميه وخاصه عرض نصص حيث تضاعف المطاعم سعر الوجبة ليصبح سعرها مع العرض بنفس السعر العادي... لا اعلم ان كنتم كتطبيق تتابعون هذه الملاحظات وتسعون لحلها لأنها بالتأكيد تؤثر على سمعة و مصداقية تطبيقكم,-1
التعاون,1
يعني ايه اختار مكان البيت غلط ومعرفش اغيره تطبيق فاشل وخساره فيه النجمه,-1
البرنامج عجيب يوصل بسرعة واحار و يوفر رصيد التلفون,1
ممتاز جدا وأنصح به لكل مستخدمى وى,1
عظيم,1
ما وحيد لجرب,1
جميل  و اتمنى ان يطول من احسن الى احسن,1
ممتاز 👅👌👏,1
لازم يكون فية دردشة مع خدمة العملاء للتواصل بدل الارقام اللى مش بترد,-1
تطبيق كدابين جدا في الخصومات,-1
تطبيق منيح بس الأسعار كثير مبالغ فيها,1
رائع '' يكفي انهم قلدوك في العالم العربي فأصبحت انت صاحب الريادة,1
ممتاز بس ليه العروض خلصت وانا لسه محمله البرنامج وكل ماطلب طلب من الي عليهم خصم 75يقولي مده الصلاحيه انتهت زعلت والله,1
بعد التحديث صار فاشل مايفتح 👎,-1
نقص تحديد الجيب اس,0
جميل جدا بس فين الهديه,1
ممتاز👏👏,1
لم يتم خصم طلبي رغم قسيمة التي عندي,-1
اوقات التوصيل كلها تاخير فتاخير اقل شي 50 دقيقة,-1
انا طلبت حليب و أرز و عصير وكورن فليكس طلبته 5 المغرب وصل 8 باليل والحاجه كانت الكياس زي ما يكون عليها طين وأخذت الحاجه من ع ايد الراجل ع القمامه منصحكوش تنزلو التطبيق ده,-1
